ticker,quarter,finbert_prepared_remarks_pos,finbert_prepared_remarks_neg,finbert_prepared_remarks_neu,finbert_qa_management_pos,finbert_qa_management_neg,finbert_qa_management_neu,uncertainty_count_qa_management,forward_looking_count_prepared_remarks,forward_looking_count_qa_management,qa_management_length_zscore
GOOGL,Q1 2016,0.4496693015098572,0.13154001533985138,0.41879066824913025,0.3590678572654724,0.014186893589794636,0.6267452836036682,3,20,9,-0.4791026318703357
GOOGL,Q4 2015,0.4605883061885834,0.07730063050985336,0.46211108565330505,0.5953297019004822,0.014804694801568985,0.38986560702323914,1,31,20,-1.1025522624745956
GOOGL,Q2 2016,0.4719277322292328,0.0796588584780693,0.4484134316444397,0.2658812999725342,0.013738664798438549,0.7203800678253174,5,24,12,-1.0498663781981792
GOOGL,Q3 2016,0.537834107875824,0.01469168160110712,0.44747424125671387,0.2618962526321411,0.018499787896871567,0.7196040153503418,0,29,18,-0.8098529053833937
GOOGL,Q1 2017,0.6402294635772705,0.014213642105460167,0.34555691480636597,0.32853370904922485,0.013467431999742985,0.6579988598823547,0,20,13,0.5365641372361345
GOOGL,Q4 2016,0.6098700165748596,0.02758118510246277,0.36254873871803284,0.21493853628635406,0.016427014023065567,0.7686344385147095,1,35,11,-1.193289063172868
GOOGL,Q2 2017,0.5540105104446411,0.020301328971982002,0.42568814754486084,0.45049208402633667,0.014691459946334362,0.5348163843154907,4,17,13,-0.3795848504593271
GOOGL,Q3 2017,0.6278977394104004,0.015344880521297455,0.35675740242004395,0.3739446699619293,0.015922565013170242,0.6101327538490295,3,25,6,0.19410588943942841
GOOGL,Q1 2018,0.6244219541549683,0.05020121484994888,0.3253769278526306,0.380113810300827,0.012233313173055649,0.6076528429985046,4,24,11,0.48680524653063023
GOOGL,Q4 2017,0.7146259546279907,0.018957529217004776,0.2664165198802948,0.36040210723876953,0.014643272385001183,0.6249546408653259,1,29,12,0.3872874651196216
GOOGL,Q2 2018,0.674359917640686,0.025419699028134346,0.30022040009498596,0.3807533383369446,0.014903303235769272,0.6043433547019958,1,20,14,2.450817932612594
GOOGL,Q3 2018,0.5875184535980225,0.030397780239582062,0.3820837736129761,0.33924105763435364,0.013402429409325123,0.6473565101623535,0,21,11,1.4878370477825404
GOOGL,Q1 2019,0.6168327927589417,0.08817387372255325,0.2949933111667633,0.35711586475372314,0.01933523640036583,0.6235488653182983,2,31,13,-0.3473879211792949
GOOGL,Q4 2018,0.5895180106163025,0.08969224244356155,0.32078978419303894,0.37674662470817566,0.015770412981510162,0.6074829697608948,0,26,20,0.45753531082151006
GOOGL,Q2 2019,0.5522837042808533,0.08869858831167221,0.3590177297592163,0.30738312005996704,0.014899104833602905,0.6777178049087524,0,30,13,-0.12493640978998154
GOOGL,Q3 2019,0.5181419849395752,0.12161776423454285,0.36024028062820435,0.3488607406616211,0.01815173029899597,0.6329876184463501,3,21,14,-0.47617563829942366
GOOGL,Q1 2020,0.5354276895523071,0.1533927470445633,0.31117957830429077,0.35697874426841736,0.12378394603729248,0.5192373394966125,2,23,11,1.5405229320589566
GOOGL,Q4 2019,0.7499329447746277,0.027701668441295624,0.2223653644323349,0.37619921565055847,0.022027894854545593,0.6017729043960571,2,20,10,-0.5610584518558722
GOOGL,Q2 2020,0.47848260402679443,0.2460372895002365,0.27548012137413025,0.409363716840744,0.0681585967540741,0.5224776864051819,2,25,16,-1.017669448918147
