ticker,quarter,finbert_prepared_remarks_pos,finbert_prepared_remarks_neg,finbert_prepared_remarks_neu,finbert_qa_management_pos,finbert_qa_management_neg,finbert_qa_management_neu,uncertainty_count_qa_management,forward_looking_count_prepared_remarks,forward_looking_count_qa_management,qa_management_length_zscore
AAPL,Q2 2016,0.556731641292572,0.3157333433628082,0.12753495573997498,0.265084445476532,0.21591521799564362,0.5190003514289856,12,39,27,1.0515017194267187
AAPL,Q1 2016,0.5919490456581116,0.13950234651565552,0.2685486078262329,0.16602987051010132,0.1928977072238922,0.6410724520683289,7,10,22,0.1433865981036437
AAPL,Q3 2016,0.7642723321914673,0.036403827369213104,0.19932381808757782,0.1895308494567871,0.10079176723957062,0.7096773982048035,0,12,19,-0.07637079780371961
AAPL,Q4 2016,0.7260236740112305,0.01965964585542679,0.2543167173862457,0.30927374958992004,0.1520800143480301,0.5386462807655334,9,9,24,1.3617474548253492
AAPL,Q3 2017,0.717521607875824,0.01157258078455925,0.27090582251548767,0.2833710312843323,0.02891632169485092,0.6877126097679138,11,20,14,0.1466183245140461
AAPL,Q1 2017,0.7261098623275757,0.08555779606103897,0.18833239376544952,0.3087696135044098,0.11175886541604996,0.5794715285301208,8,9,21,1.1710755966116075
AAPL,Q2 2017,0.9131731986999512,0.01820984110236168,0.06861695647239685,0.24174444377422333,0.051117829978466034,0.7071377635002136,3,16,29,-0.10868806190774362
AAPL,Q4 2017,0.726258397102356,0.012326635420322418,0.2614150047302246,0.3177296817302704,0.031121166422963142,0.6511491537094116,5,13,15,0.2888142865717518
AAPL,Q1 2018,0.8110581636428833,0.012586157768964767,0.17635564506053925,0.18892690539360046,0.0547645203769207,0.7563086152076721,6,12,25,0.35344881477979984
AAPL,Q3 2018,0.6244160532951355,0.013162960298359394,0.3624209761619568,0.23463471233844757,0.1391262412071228,0.6262390613555908,7,29,15,0.17893558861807013
AAPL,Q2 2018,0.7616908550262451,0.011690186336636543,0.2266189306974411,0.2648688554763794,0.04651453346014023,0.6886165738105774,5,16,23,0.9157692101898177
AAPL,Q4 2018,0.6162417531013489,0.017786970362067223,0.36597126722335815,0.22087199985980988,0.05852952599525452,0.7205985188484192,6,38,26,1.3649791812357515
AAPL,Q2 2019,0.6102045774459839,0.12602464854717255,0.26377078890800476,0.279904842376709,0.04645135998725891,0.6736437678337097,4,26,16,-2.186688143796488
AAPL,Q1 2019,0.6608360409736633,0.22373275458812714,0.11543116718530655,0.2633899450302124,0.034139182418584824,0.7024708986282349,2,13,29,0.01088581527714524
AAPL,Q3 2019,0.5545189380645752,0.09552180767059326,0.34995922446250916,0.2562862038612366,0.0529593825340271,0.6907544136047363,2,14,26,-0.024663175237281176
AAPL,Q4 2019,0.7191227078437805,0.021318314597010612,0.25955891609191895,0.24812333285808563,0.02692343108355999,0.7249531745910645,6,12,24,-1.3302806450398514
AAPL,Q2 2020,0.5699759721755981,0.15492334961891174,0.2751006782054901,0.21160948276519775,0.17123328149318695,0.6171572208404541,3,16,32,-1.2914999281150226
AAPL,Q1 2020,0.737428605556488,0.022229064255952835,0.24034233391284943,0.3648654520511627,0.17461632192134857,0.4605182111263275,4,13,26,-0.4803365991040198
AAPL,Q3 2020,0.7136842012405396,0.014981378801167011,0.2713344991207123,0.2028551995754242,0.055846475064754486,0.7412983179092407,3,14,19,-1.4886352391495692
