ticker,quarter,finbert_prepared_remarks_pos,finbert_prepared_remarks_neg,finbert_prepared_remarks_neu,finbert_qa_management_pos,finbert_qa_management_neg,finbert_qa_management_neu,uncertainty_count_qa_management,forward_looking_count_prepared_remarks,forward_looking_count_qa_management,qa_management_length_zscore
AMZN,Q1 2016,0.6845089197158813,0.07814304530620575,0.23734800517559052,0.3879689872264862,0.021453389897942543,0.5905776619911194,9,9,23,1.3508463032574607
AMZN,Q4 2015,0.5811664462089539,0.17221996188163757,0.24661359190940857,0.5050520300865173,0.044730205088853836,0.4502178132534027,6,11,15,0.7996743129317733
AMZN,Q2 2016,0.5376594662666321,0.10451680421829224,0.3578237295150757,0.4803856313228607,0.016741501167416573,0.502872884273529,2,11,18,0.9581972305033205
AMZN,Q3 2016,0.03238718584179878,0.13086357712745667,0.8367491960525513,0.3554277718067169,0.02455403283238411,0.6200181841850281,7,5,40,0.1314392450147894
AMZN,Q1 2017,0.085477314889431,0.054403387010097504,0.8601192831993103,0.389863520860672,0.019058000296354294,0.5910784602165222,7,5,14,-0.2465769430404387
AMZN,Q4 2016,0.029169147834181786,0.05877702310681343,0.9120538234710693,0.36354246735572815,0.017953472211956978,0.6185040473937988,2,8,26,0.7313875176701836
AMZN,Q2 2017,0.03041154146194458,0.10598992556333542,0.8635985851287842,0.6132246255874634,0.021619759500026703,0.36515557765960693,2,5,6,-1.9927678504439439
AMZN,Q3 2017,0.03151349350810051,0.09485527127981186,0.8736312389373779,0.43126410245895386,0.015046562999486923,0.5536893606185913,2,5,19,-1.8561942599207646
AMZN,Q1 2018,0.03201686963438988,0.10179616510868073,0.8661869168281555,0.452056884765625,0.020290380343794823,0.5276527404785156,7,4,16,0.36556540019738226
AMZN,Q4 2017,0.10498473048210144,0.148661807179451,0.7463534474372864,0.6865658164024353,0.025257674977183342,0.2881765365600586,3,5,18,-2.0049619210263705
AMZN,Q2 2018,0.031119726598262787,0.11393073946237564,0.8549494743347168,0.4046863317489624,0.027214134112000465,0.5680995583534241,3,5,11,0.04851956505428775
AMZN,Q3 2018,0.03055562451481819,0.11704917252063751,0.852395236492157,0.40248146653175354,0.038826119154691696,0.5586923956871033,6,4,16,-0.20511710306018788
AMZN,Q1 2019,0.03320005163550377,0.1413414180278778,0.8254584670066833,0.3911017179489136,0.08104267716407776,0.527855634689331,2,5,26,1.2654878091804735
AMZN,Q4 2018,0.030533090233802795,0.11710215359926224,0.8523648381233215,0.5152782797813416,0.029575372114777565,0.45514634251594543,3,5,21,0.011937353307007612
AMZN,Q2 2019,0.03245959058403969,0.14227843284606934,0.8252619504928589,0.5751206278800964,0.023259347304701805,0.4016200304031372,7,5,18,-0.03196130078972855
AMZN,Q3 2019,0.032415393739938736,0.1427980214357376,0.8247865438461304,0.4792870581150055,0.06432480365037918,0.45638811588287354,2,5,18,-0.4075386747284713
AMZN,Q1 2020,0.3891867995262146,0.10468500852584839,0.5061281323432922,0.2283664494752884,0.09930332750082016,0.6723302006721497,9,6,22,0.5192106895359588
AMZN,Q4 2019,0.03484524041414261,0.12166257202625275,0.8434921503067017,0.4382396936416626,0.04298868402838707,0.5187716484069824,4,4,32,0.5923751130305192
AMZN,Q2 2020,0.7325665950775146,0.05383710190653801,0.21359634399414062,0.4452671706676483,0.08222551643848419,0.4725072979927063,10,11,14,-0.029522486673243212
