ticker,quarter,finbert_prepared_remarks_pos,finbert_prepared_remarks_neg,finbert_prepared_remarks_neu,finbert_qa_management_pos,finbert_qa_management_neg,finbert_qa_management_neu,uncertainty_count_qa_management,forward_looking_count_prepared_remarks,forward_looking_count_qa_management,qa_management_length_zscore
MU,Q1 2017,0.7164846062660217,0.1388641595840454,0.14465121924877167,0.3108052909374237,0.07829216122627258,0.6109025478363037,7,37,39,0.6076962206307961
MU,Q3 2016,0.5156201720237732,0.2974662482738495,0.1869136244058609,0.40082868933677673,0.03957138583064079,0.5595999360084534,6,53,24,-0.4462299237140488
MU,Q2 2016,0.3564654588699341,0.40458881855010986,0.23894573748111725,0.2606389820575714,0.1372583508491516,0.6021026968955994,11,58,34,0.5172473351086638
MU,Q4 2016,0.6780374646186829,0.14594413340091705,0.1760183721780777,0.2697109878063202,0.12900544703006744,0.6012835502624512,14,45,27,0.32455188334412133
MU,Q1 2018,0.8258988261222839,0.013207671232521534,0.1608934849500656,0.3402816653251648,0.023785488680005074,0.6359328627586365,7,40,46,0.25769835926254536
MU,Q3 2017,0.7311992049217224,0.11291918158531189,0.1558815985918045,0.4446521997451782,0.0455884113907814,0.5097593665122986,5,33,36,0.38747284718560465
MU,Q2 2017,0.7683010101318359,0.04628512263298035,0.18541386723518372,0.2438393533229828,0.03181428462266922,0.7243463397026062,11,31,28,-0.3125228755508968
MU,Q4 2017,0.8114306926727295,0.020255407318472862,0.16831393539905548,0.4092063009738922,0.034501831978559494,0.5562918782234192,3,63,26,-0.7529696224412797
MU,Q1 2019,0.5060833692550659,0.39591366052627563,0.09800299257040024,0.4618861973285675,0.23337401449680328,0.304739773273468,1,70,45,-0.09623206234579805
MU,Q2 2018,0.6397157311439514,0.18507139384746552,0.17521290481090546,0.44990089535713196,0.0257903840392828,0.5243087410926819,2,52,22,-2.5304868509631824
MU,Q4 2018,0.7444340586662292,0.09826141595840454,0.15730449557304382,0.5316689610481262,0.1016889289021492,0.36664217710494995,2,56,46,0.3796077267054192
MU,Q1 2020,0.6155573725700378,0.27947160601615906,0.1049710214138031,0.6432193517684937,0.048581305891275406,0.30819931626319885,11,70,34,1.0363452868009009
MU,Q3 2019,0.49966374039649963,0.418991357088089,0.081344835460186,0.444644957780838,0.08164052665233612,0.4737144708633423,7,55,32,0.2734286002229162
MU,Q2 2019,0.5696544051170349,0.34616056084632874,0.08418503403663635,0.5960729122161865,0.09275223314762115,0.31117480993270874,4,66,57,-0.3754438393923801
MU,Q4 2019,0.509448230266571,0.418771356344223,0.07178036123514175,0.47796738147735596,0.24747923016548157,0.2745533585548401,9,77,35,-1.5237514294994499
MU,Q3 2020,0.6269868612289429,0.18554116785526276,0.18747195601463318,0.4499283730983734,0.09573668986558914,0.45433494448661804,11,51,33,1.9840923046632428
MU,Q2 2020,0.5745455026626587,0.33147692680358887,0.09397757798433304,0.4598945677280426,0.11400473117828369,0.4261007308959961,17,51,30,0.2694960399828235
